t,omega,F,S,C,tau_R,IC,kappa
0.0,0.026431163999368824,0.9970313924515041,3.7876948402779385,59.287668007510995,0.3,1.0,9.999999889225291e-11
0.01,-0.09959073791297574,0.9969634377809216,3.808349446406579,59.287668007510995,0.3,1.0,1.9999999778450582e-10
0.02,-0.098704106100851,0.9969724858698458,3.830207238009442,3.53511065279754,0.3,1.0,2.999999966767587e-10
0.03,0.019460913246218195,0.9969817602615356,3.8509560903159277,109.41450866229556,0.3,1.0,3.9999999556901164e-10
0.04,0.011036264719990141,0.9969729663084345,3.8681454520600496,73.757076611716,0.3,1.0,4.999999944612646e-10
0.05,-0.024659151227219428,0.9969861798083547,3.878513501163609,68.1498874598146,0.3,1.0,5.999999933535174e-10
0.06,-0.009796931766802144,0.9969922174138939,3.8908640170576527,100.33597704579216,0.3,1.0,6.999999922457704e-10
0.07,-0.14346188543092836,0.9968915809417589,3.909963136968281,15.655927686459847,0.3,1.0,7.999999911380233e-10
0.08,-0.008891526973410118,0.9969039993432736,3.929751192909853,88.53610132059119,0.3,1.0,8.999999900302762e-10
0.09,0.013776285191917996,0.9969154532301011,3.948133107001618,82.6736241670812,0.3,1.0,9.999999889225292e-10
0.1,-0.1885881920075801,0.9969276114801221,3.960696980509932,46.408413150006055,0.3,1.0,1.099999987814782e-09
0.11,-0.14029099669135195,0.996857168970687,3.9793626322646305,8.69039019066705,0.3,1.0,1.1999999867070349e-09
0.12,0.009759979624571799,0.996871203149102,3.99729999914002,62.26016142571547,0.3,1.0,1.2999999855992877e-09
0.13,-0.0683449906160833,0.9968850321614524,4.013858768326088,45.12242481433096,0.3,1.0,1.3999999844915405e-09
0.14,0.051260505878877635,0.9968044932706893,4.031274011172684,42.96650111937457,0.3,1.0,1.4999999833837933e-09
0.15,0.0028627544068245206,0.9968177471668153,4.045968522404431,43.499215770573386,0.3,1.0,1.5999999822760462e-09
0.16,-0.03786002352905021,0.9968309060067728,4.056112012073179,31.852635603366497,0.3,1.0,1.699999981168299e-09
0.17,0.11475300796972447,0.9968405759199216,4.0727693187434,50.89538606592843,0.3,1.0,1.7999999800605516e-09
0.18,0.09612698906529904,0.9968439448326087,4.088469375330403,13.156736256145715,0.3,1.0,1.8999999789528046e-09
0.19,0.026592688135281355,0.9968499716984434,4.104353004316929,49.54159785749366,0.3,1.0,1.9999999778450572e-09
0.2,-0.004227058928180823,0.9968625948348596,4.120696722246841,53.95143519785,0.3,1.0,2.0999999767373103e-09
0.21,-0.03764496638633109,0.996875367406343,4.136400384679103,13.673317673762089,0.3,1.0,2.199999975629563e-09
0.22,0.019254798540675785,0.9968828450375959,4.151255575071561,21.214775940958997,0.3,1.0,2.2999999745218155e-09
0.23,0.04634793306453094,0.9968945651281432,4.166763742855973,30.327294465111297,0.3,1.0,2.399999973414069e-09
0.24,-0.03172500120161314,0.9969071061879072,4.180796067311388,1.4174936245635772,0.3,1.0,2.499999972306322e-09
0.25,-0.0010625380661743108,0.9969179781306008,4.195894531326357,4.119135112637202,0.3,1.0,2.599999971198575e-09
0.26,0.015268021736982317,0.9969289472254479,4.210589321135997,11.346686904029808,0.3,1.0,2.699999970090828e-09
0.27,0.05273785679994007,0.9969410481461833,4.224653743090124,9.041951544112914,0.3,1.0,2.799999968983081e-09
0.28,-0.008498622763390647,0.9969518129380125,4.238894122451009,5.360959865397264,0.3,1.0,2.899999967875334e-09
0.29,0.001262653138442777,0.9969636495464282,4.253198111494183,9.000053221935325,0.3,1.0,2.999999966767587e-09
0.3,0.02512177017038119,0.9969751597390744,4.266291458247537,26.802640147201,0.3,1.0,3.09999996565984e-09
0.31,-0.022078471923255134,0.9969807021589835,4.279937302415125,42.51180849439869,0.3,1.0,3.199999964552093e-09
0.32,0.03570806221345451,0.9969919131491638,4.2936601818364455,4.076199174439667,0.3,1.0,3.299999963444346e-09
0.33,-0.015202751254593458,0.9970017080597561,4.3067372142352705,52.538798601802426,0.3,1.0,3.399999962336599e-09
0.34,0.09172250581090385,0.9970102498078647,4.320068808971731,69.88638809081499,0.3,1.0,3.4999999612288522e-09
0.35000000000000003,0.09791502086977233,0.9970127956817707,4.3322272583570065,57.66265916559038,0.3,1.0,3.5999999601211057e-09
0.36,-0.014737904654460218,0.9969910850712983,4.344738817987663,82.71642142003714,0.3,1.0,3.6999999590133587e-09
0.37,-0.08410706551025916,0.9969982123408659,4.356854368689722,85.55925377028251,0.3,1.0,3.799999957905612e-09
0.38,0.01923430534470713,0.9970051315993886,4.369573187188766,26.25373473210397,0.3,1.0,3.899999956797865e-09
0.39,-0.03562344070336651,0.9970029475463298,4.381012957460212,29.25479013698038,0.3,1.0,3.999999955690118e-09
0.4,0.01839428165344304,0.9969906607848739,4.393331756178033,47.43766125796378,0.3,1.0,4.099999954582371e-09
0.41000000000000003,-0.009211788072077079,0.9970006049347665,4.4055882686632595,21.73091427106635,0.3,1.0,4.199999953474624e-09
0.42,-0.021661160915202135,0.9969677870142362,4.416727267619216,5.467192068611135,0.3,1.0,4.299999952366877e-09
0.43,0.04843570156835755,0.9969203948335508,4.426941268458415,35.3434138595495,0.3,1.0,4.39999995125913e-09
0.44,-0.016934321467434482,0.9969302038835846,4.43817133917396,76.74239784200839,0.3,1.0,4.499999950151383e-09
0.45,-0.01893486172148963,0.9969392766365643,4.449198496828781,21.644013254483706,0.3,1.0,4.599999949043636e-09
0.46,0.12283707361907478,0.996934340497389,4.4635786725256015,49.26147666606699,0.3,1.0,4.699999947935889e-09
0.47000000000000003,-0.042801913969314126,0.9969021851801173,4.474989037637583,84.09132951646828,0.3,1.0,4.799999946828142e-09
0.48,-0.07091393697492834,0.9968645712583457,4.486310201858573,61.89796877540263,0.3,1.0,4.899999945720394e-09
0.49,0.002845595345669652,0.9968666720106912,4.497470107339268,173.2509344756489,0.3,1.0,4.999999944612646e-09
0.5,-0.07242215289746819,0.9968747889059407,4.508181678604851,115.14884914751167,0.3,1.0,5.099999943504899e-09
0.51,-0.0021125519269632603,0.9968833967468567,4.500832231583637,17.34754078516227,0.3,1.0,5.199999942397152e-09
0.52,-0.03929615597616798,0.9968900095050878,4.500301017733424,64.87393501533907,0.3,1.0,5.299999941289405e-09
0.53,-0.06863884124272654,0.9968888566932569,4.500152622743238,35.05806246159345,0.3,1.0,5.399999940181657e-09
0.54,0.04880405025683338,0.9968970035545553,4.501369055776736,21.89139132905054,0.3,1.0,5.499999939073909e-09
0.55,-0.04546639681739153,0.9969057226360529,4.501465819566334,66.04925972448046,0.3,1.0,5.599999937966162e-09
0.56,-0.10977404159603861,0.9969021383567674,4.501529214423393,87.62883566861734,0.3,1.0,5.699999936858414e-09
0.5700000000000001,0.07523533657688504,0.9968315788605507,4.50005393580828,7.7782697168519395,0.3,1.0,5.799999935750667e-09
0.58,0.06267801405703718,0.9968397616452461,4.50065117223142,0.060943662137639965,0.3,1.0,5.8999999346429195e-09
0.59,0.13222875910685702,0.9968185708692675,4.501598145230938,79.49534172719797,0.3,1.0,5.999999933535172e-09
0.6,-0.011331985219443095,0.9968201570321704,4.501648641822152,79.45655186996666,0.3,1.0,6.099999932427425e-09
0.61,-0.0658016963230464,0.9968225052324151,4.510103911273417,69.66229730621846,0.3,1.0,6.199999931319677e-09
0.62,-0.04946125515671521,0.9968289125573181,4.5105829442473695,57.5559484545871,0.3,1.0,6.29999993021193e-09
0.63,0.05151359894113798,0.9968148344391685,4.510581968324588,35.94406094493541,0.3,1.0,6.399999929104182e-09
0.64,-0.055633577171466844,0.9968211600246416,4.5123449930396005,33.27101931412288,0.3,1.0,6.499999927996434e-09
0.65,-0.005414152529961435,0.9968252467388037,4.518720224740835,48.87151473626107,0.3,1.0,6.599999926888687e-09
0.66,-0.04578952790394726,0.9968346794047938,4.519237751497935,40.864380600888836,0.3,1.0,6.6999999257809396e-09
0.67,-0.052670932855375885,0.9968427273342084,4.519518036076218,11.669761199928018,0.3,1.0,6.799999924673193e-09
0.68,0.018485803437989425,0.996836338566914,4.5184563193091885,17.075578474560263,0.3,1.0,6.899999923565445e-09
0.6900000000000001,0.06855763945424924,0.9968447620962613,4.518734131310698,38.023541428983904,0.3,1.0,6.999999922457697e-09
0.7000000000000001,-0.018419173986612192,0.9968500501356778,4.519920283518132,9.241752165730738,0.3,1.0,7.09999992134995e-09
0.71,0.04706075408831757,0.9968555840325464,4.520022062519677,20.97154265388975,0.3,1.0,7.199999920242202e-09
0.72,0.010308879933670433,0.9968632578632871,4.5193919196471315,30.357622741323727,0.3,1.0,7.299999919134455e-09
0.73,-0.037949397063006415,0.9968723086810378,4.519416867924813,47.34743653330569,0.3,1.0,7.3999999180267074e-09
0.74,0.0009734491461279998,0.9968812558848974,4.520341492432572,47.55419301486527,0.3,1.0,7.49999991691896e-09
0.75,0.039653667305375354,0.9968897777142807,4.520496887217789,10.416675678347168,0.3,1.0,7.599999915811212e-09
0.76,-0.02661794499531584,0.9968985935740786,4.520580370718466,12.487750878885947,0.3,1.0,7.699999914703466e-09
0.77,0.019473810785698178,0.9969057992385637,4.520559548099914,9.096222878303625,0.3,1.0,7.799999913595718e-09
0.78,-0.018522375531767506,0.9969137809594559,4.5206425902857195,39.816698642029856,0.3,1.0,7.89999991248797e-09
0.79,0.04739932158610014,0.9969215271912567,4.5206278641982625,34.69995505466651,0.3,1.0,7.999999911380222e-09
0.8,0.020200126922051836,0.9969237508667925,4.520633792391809,1.3406435920554125,0.3,1.0,8.099999910272474e-09
0.81,-0.019719644319262684,0.9969311238681938,4.520488788254615,12.69661166467266,0.3,1.0,8.199999909164728e-09
0.8200000000000001,-0.035061568093314587,0.9969393207262381,4.52109931444929,43.622725094184496,0.3,1.0,8.29999990805698e-09
0.8300000000000001,0.07595782314855366,0.99694544759666,4.521168968954988,5.178388030733596,0.3,1.0,8.399999906949233e-09
0.84,0.026664605645398826,0.9969537512854116,4.520902422770503,23.301833174354634,0.3,1.0,8.499999905841485e-09
0.85,-0.035330494926450816,0.9969606373777283,4.521232091280697,33.448598300580514,0.3,1.0,8.599999904733737e-09
0.86,-0.015083318105422683,0.996962212330995,4.517761990631518,58.255550345554354,0.3,1.0,8.699999903625991e-09
0.87,0.002209896617663458,0.9969695948813591,4.5177087433368195,8.653753167506974,0.3,1.0,8.799999902518243e-09
0.88,0.08533397997126137,0.9969775466364272,4.52060510064533,60.295826127351695,0.3,1.0,8.899999901410495e-09
0.89,-0.022894524961292448,0.9969788704301279,4.520335088594651,45.2746261103397,0.3,1.0,8.999999900302748e-09
0.9,-0.07161438071428604,0.9969526458101493,4.519621264083497,43.35116462271493,0.3,1.0,9.099999899195e-09
0.91,-0.04103221562655418,0.9969581724933755,4.521371499068704,87.6439966905478,0.3,1.0,9.199999898087254e-09
0.92,-0.07040749374198711,0.9969577952614482,4.51604878021878,67.88400275991866,0.3,1.0,9.299999896979506e-09
0.93,-0.006127566415145211,0.9969651945558443,4.513417381012324,12.192634041072047,0.3,1.0,9.399999895871758e-09
0.9400000000000001,0.008945090889782627,0.9969477465343097,4.513241518731085,43.25860445145071,0.3,1.0,9.49999989476401e-09
0.9500000000000001,-0.056450279170614744,0.9969554371725096,4.515524019368119,114.1865429224483,0.3,1.0,9.599999893656264e-09
0.96,0.023495655887688,0.9969598184953953,4.514201691570432,73.58431466661261,0.3,1.0,9.699999892548518e-09
0.97,-0.0805157594611177,0.9969527577658497,4.512233569215315,3.351658278737503,0.3,1.0,9.799999891440772e-09
0.98,-0.004922372275333209,0.9969597570952298,4.513229586984588,3.3227545332927586,0.3,1.0,9.899999890333026e-09
0.99,0.07274500828903452,0.9969672783600202,4.5127051501756075,38.51228797999875,0.3,1.0,9.999999889225278e-09
1.0,-0.07679274298502091,0.9969495990590261,4.516401801295165,91.4459573024635,0.3,1.0,1.0099999888117532e-08
1.01,-0.02837190018871274,0.9969521599294792,4.5165379968764405,42.05509921599505,0.3,1.0,1.0199999887009786e-08
1.02,0.02939619793725174,0.9969454928700724,4.51617935842651,17.016371227340084,0.3,1.0,1.029999988590204e-08
1.03,0.1387708049476179,0.9969301179121801,4.516218114487475,40.81126535771161,0.3,1.0,1.0399999884794293e-08
1.04,0.11782639468732455,0.9969562010558932,4.517086942931738,2.1382614942796927,0.3,1.0,1.0499999883686547e-08
1.05,0.04742832362644139,0.9969220226619379,4.5203972182549075,26.836582214433225,0.3,1.0,1.0599999882578801e-08
1.06,0.011123861593045264,0.9969077091610707,4.522554161757719,114.79670985068194,0.3,1.0,1.0699999881471053e-08
1.07,-0.053689743859900274,0.9969441413565652,4.536727278848792,63.489717640195146,0.3,1.0,1.0799999880363307e-08
1.08,0.011260438267968353,0.9969477053656353,4.536619707711725,22.498493145720722,0.3,1.0,1.0899999879255561e-08
1.09,-0.034699414413787856,0.9969449651246807,4.535420139750997,33.342349191449046,0.3,1.0,1.0999999878147815e-08
1.1,-0.005820926593171655,0.9967550474236869,4.536320229506939,115.61967730036208,0.3,1.0,1.1099999877040069e-08
1.11,-0.026449847054278594,0.9967529067700734,4.536211971237833,61.951915407596935,0.3,1.0,1.1199999875932322e-08
1.12,-0.010209462977366253,0.9967381818371122,4.535933730413197,70.20265235673902,0.3,1.0,1.1299999874824575e-08
