t,omega,F,S,C,tau_R,IC,kappa
2.33,0.02211166670651939,0.9778883332934806,3.7826859190756066,0.9992700279344938,0.52,1.0,-20.815369228566205
2.34,0.027340410724150367,0.9726595892758496,3.781305265726437,0.9992334986300557,0.49,1.0,-20.815369228466206
2.35,0.37981933265027407,0.6201806673497259,3.7811845576832703,0.999235506263647,0.5,1.0,-20.815369228366208
2.36,0.22054455712513132,0.7794554428748687,3.7822262856093665,0.9980716420676499,0.47000000000000003,1.0,-20.81536922826621
2.37,0.6580788164663355,0.3419211835336645,3.7839209367594537,0.998014333434594,0.46,0.0,-20.999576035705733
2.38,0.32205997517789864,0.6779400248221014,3.7810822468394107,0.9974844090363912,0.43,1.0,-20.999576035605735
2.39,0.6712347387507741,0.3287652612492259,3.782555556587099,0.9978681604248232,0.42,0.0,-21.183782843045257
2.4,0.714168143207117,0.28583185679288303,3.7813703322455248,0.9991408300229385,0.4,0.0,-21.36798965048478
2.41,0.9212390247321264,0.07876097526787362,3.7853595813530636,0.9989625440809761,0.4,0.0,-21.552196457924303
2.42,0.8686041647595709,0.13139583524042908,3.781178442600478,0.9889977115493467,0.38,0.0,-21.736403265363826
2.43,0.682886716260814,0.317113283739186,3.7806938473574494,0.16019700702949594,0.52,0.0,-21.92061007280335
2.44,0.9373641456117496,0.06263585438825037,3.781144695222804,0.995595584789669,0.53,0.0,-22.104816880242872
