t,channel,censored,rate
0.4400000000000003,tau_R,1,1.0
0.4450000000000003,tau_R,1,1.0
0.4500000000000003,tau_R,1,1.0
0.4550000000000003,tau_R,1,1.0
0.4600000000000003,tau_R,1,1.0
0.4650000000000003,tau_R,1,1.0
0.4700000000000003,tau_R,1,1.0
0.4750000000000003,tau_R,1,1.0
0.4800000000000003,tau_R,1,1.0
0.4850000000000003,tau_R,1,1.0
0.4900000000000003,tau_R,1,1.0
0.49500000000000033,tau_R,1,1.0
0.5000000000000003,tau_R,1,1.0
0.5050000000000003,tau_R,1,1.0
0.5100000000000003,tau_R,1,1.0
0.5150000000000003,tau_R,1,1.0
0.5200000000000004,tau_R,1,1.0
0.5250000000000004,tau_R,1,1.0
0.5300000000000004,tau_R,1,1.0
0.5350000000000004,tau_R,1,1.0
0.5400000000000004,tau_R,1,1.0
0.5450000000000004,tau_R,1,1.0
0.5500000000000004,tau_R,1,1.0
0.5550000000000004,tau_R,1,1.0
0.5600000000000004,tau_R,1,1.0
0.5650000000000004,tau_R,1,1.0
0.5700000000000004,tau_R,1,1.0
0.5750000000000004,tau_R,1,1.0
0.5800000000000004,tau_R,1,1.0
0.5850000000000004,tau_R,1,1.0
0.5900000000000004,tau_R,1,1.0
0.5950000000000004,tau_R,1,1.0
0.6000000000000004,tau_R,1,1.0
0.6050000000000004,tau_R,1,1.0
0.6100000000000004,tau_R,1,1.0
0.6150000000000004,tau_R,1,1.0
0.6200000000000004,tau_R,1,1.0
0.6250000000000004,tau_R,1,1.0
0.6300000000000004,tau_R,1,1.0
0.6350000000000005,tau_R,1,1.0
0.6400000000000005,tau_R,1,1.0
0.6450000000000005,tau_R,1,1.0
0.6500000000000005,tau_R,1,1.0
0.6550000000000005,tau_R,1,1.0
0.6600000000000005,tau_R,1,1.0
0.6650000000000005,tau_R,1,1.0
0.6700000000000005,tau_R,1,1.0
0.6750000000000005,tau_R,1,1.0
0.6800000000000005,tau_R,1,1.0
0.6850000000000005,tau_R,1,1.0
0.6900000000000005,tau_R,1,1.0
0.6950000000000005,tau_R,1,1.0
0.7000000000000005,tau_R,1,1.0
0.7050000000000005,tau_R,1,1.0
0.7100000000000005,tau_R,1,1.0
0.7150000000000005,tau_R,1,1.0
0.7200000000000005,tau_R,1,1.0
0.7250000000000005,tau_R,1,1.0
0.7300000000000005,tau_R,1,1.0
0.7350000000000005,tau_R,1,1.0
0.7400000000000005,tau_R,1,1.0
0.7450000000000006,tau_R,1,1.0
0.7500000000000006,tau_R,1,1.0
0.7550000000000006,tau_R,1,1.0
0.7600000000000006,tau_R,1,1.0
0.7650000000000006,tau_R,1,1.0
0.7700000000000006,tau_R,1,1.0
0.7750000000000006,tau_R,1,1.0
0.7800000000000006,tau_R,1,1.0
0.7850000000000006,tau_R,1,1.0
0.7900000000000006,tau_R,1,1.0
0.7950000000000006,tau_R,1,1.0
0.8000000000000006,tau_R,1,1.0
0.8050000000000006,tau_R,1,1.0
0.8100000000000006,tau_R,1,1.0
0.8150000000000006,tau_R,1,1.0
0.8200000000000006,tau_R,1,1.0
0.8250000000000006,tau_R,1,1.0
0.8300000000000006,tau_R,1,1.0
0.8350000000000006,tau_R,1,1.0
0.8400000000000006,tau_R,1,1.0
0.8450000000000006,tau_R,1,1.0
0.8500000000000006,tau_R,1,1.0
0.8550000000000006,tau_R,1,1.0
0.8600000000000007,tau_R,1,1.0
0.8650000000000007,tau_R,1,1.0
0.8700000000000007,tau_R,1,1.0
0.8750000000000007,tau_R,1,1.0
0.8800000000000007,tau_R,1,1.0
0.8850000000000007,tau_R,1,1.0
0.8900000000000007,tau_R,1,1.0
0.8950000000000007,tau_R,1,1.0
0.9000000000000007,tau_R,1,1.0
0.9050000000000007,tau_R,1,1.0
0.9100000000000007,tau_R,1,1.0
0.9150000000000007,tau_R,1,1.0
0.9200000000000007,tau_R,1,1.0
0.9250000000000007,tau_R,1,1.0
0.9300000000000007,tau_R,1,1.0
0.9350000000000007,tau_R,1,1.0
0.9400000000000007,tau_R,1,1.0
0.9450000000000007,tau_R,1,1.0
0.9500000000000007,tau_R,1,1.0
0.9550000000000007,tau_R,1,1.0
0.9600000000000007,tau_R,1,1.0
0.9650000000000007,tau_R,1,1.0
0.9700000000000008,tau_R,1,1.0
0.9750000000000008,tau_R,1,1.0
0.9800000000000008,tau_R,1,1.0
0.9850000000000008,tau_R,1,1.0
0.9900000000000008,tau_R,1,1.0
0.9950000000000008,tau_R,1,1.0
1.0000000000000007,tau_R,1,1.0
1.0050000000000006,tau_R,1,1.0
1.0100000000000005,tau_R,1,1.0
1.0150000000000003,tau_R,1,1.0
1.0200000000000002,tau_R,1,1.0
1.0250000000000001,tau_R,1,1.0
1.03,tau_R,1,1.0
1.035,tau_R,1,1.0
1.0399999999999998,tau_R,1,1.0
1.0449999999999997,tau_R,1,1.0
1.0499999999999996,tau_R,1,1.0
1.0549999999999995,tau_R,1,1.0
1.0599999999999994,tau_R,1,1.0
1.0649999999999993,tau_R,1,1.0
1.0699999999999992,tau_R,1,1.0
1.074999999999999,tau_R,1,1.0
1.079999999999999,tau_R,1,1.0
1.0849999999999989,tau_R,1,1.0
1.0899999999999987,tau_R,1,1.0
1.0949999999999986,tau_R,1,1.0
1.0999999999999985,tau_R,1,1.0
1.1049999999999984,tau_R,1,1.0
1.1099999999999983,tau_R,1,1.0
1.1149999999999982,tau_R,1,1.0
1.119999999999998,tau_R,1,1.0
1.124999999999998,tau_R,1,1.0
1.129999999999998,tau_R,1,1.0
1.1349999999999978,tau_R,1,1.0
1.1399999999999977,tau_R,1,1.0
1.1449999999999976,tau_R,1,1.0
1.1499999999999975,tau_R,1,1.0
1.1549999999999974,tau_R,1,1.0
1.1599999999999973,tau_R,1,1.0
1.1649999999999971,tau_R,1,1.0
1.169999999999997,tau_R,1,1.0
1.174999999999997,tau_R,1,1.0
1.1799999999999968,tau_R,1,1.0
1.1849999999999967,tau_R,1,1.0
1.1899999999999966,tau_R,1,1.0
1.1949999999999965,tau_R,1,1.0
1.1999999999999964,tau_R,1,1.0
1.2049999999999963,tau_R,1,1.0
1.2099999999999962,tau_R,1,1.0
1.214999999999996,tau_R,1,1.0
1.219999999999996,tau_R,1,1.0
1.2249999999999959,tau_R,1,1.0
1.2299999999999958,tau_R,1,1.0
1.2349999999999957,tau_R,1,1.0
1.2399999999999956,tau_R,1,1.0
1.2449999999999954,tau_R,1,1.0
1.2499999999999953,tau_R,1,1.0
1.2549999999999952,tau_R,1,1.0
1.2599999999999951,tau_R,1,1.0
1.264999999999995,tau_R,1,1.0
1.269999999999995,tau_R,1,1.0
1.2749999999999948,tau_R,1,1.0
1.2799999999999947,tau_R,1,1.0
1.2849999999999946,tau_R,1,1.0
1.2899999999999945,tau_R,1,1.0
1.2949999999999944,tau_R,1,1.0
1.2999999999999943,tau_R,1,1.0
1.3049999999999942,tau_R,1,1.0
1.309999999999994,tau_R,1,1.0
1.314999999999994,tau_R,1,1.0
1.3199999999999938,tau_R,1,1.0
1.3249999999999937,tau_R,1,1.0
1.3299999999999936,tau_R,1,1.0
1.3349999999999935,tau_R,1,1.0
1.3399999999999934,tau_R,1,1.0
1.3449999999999933,tau_R,1,1.0
1.3499999999999932,tau_R,1,1.0
1.354999999999993,tau_R,1,1.0
1.359999999999993,tau_R,1,1.0
1.3649999999999929,tau_R,1,1.0
1.3699999999999928,tau_R,1,1.0
1.3749999999999927,tau_R,1,1.0
1.3799999999999926,tau_R,1,1.0
1.3849999999999925,tau_R,1,1.0
1.3899999999999924,tau_R,1,1.0
1.3949999999999922,tau_R,1,1.0
1.3999999999999921,tau_R,1,1.0
1.404999999999992,tau_R,1,1.0
1.409999999999992,tau_R,1,1.0
1.4149999999999918,tau_R,1,1.0
1.4199999999999917,tau_R,1,1.0
1.4249999999999916,tau_R,1,1.0
1.4299999999999915,tau_R,1,1.0
1.4349999999999914,tau_R,1,1.0
1.4399999999999913,tau_R,1,1.0
1.4449999999999912,tau_R,1,1.0
1.449999999999991,tau_R,1,1.0
1.454999999999991,tau_R,1,1.0
1.4599999999999909,tau_R,1,1.0
1.4649999999999908,tau_R,1,1.0
1.4699999999999906,tau_R,1,1.0
1.4749999999999905,tau_R,1,1.0
1.4799999999999904,tau_R,1,1.0
1.4849999999999903,tau_R,1,1.0
1.4899999999999902,tau_R,1,1.0
1.4949999999999901,tau_R,1,1.0
1.49999999999999,tau_R,1,1.0
1.50499999999999,tau_R,1,1.0
1.5099999999999898,tau_R,1,1.0
1.5149999999999897,tau_R,1,1.0
1.5199999999999896,tau_R,1,1.0
1.5249999999999895,tau_R,1,1.0
1.5299999999999894,tau_R,1,1.0
1.5349999999999893,tau_R,1,1.0
1.5399999999999892,tau_R,1,1.0
1.544999999999989,tau_R,1,1.0
1.549999999999989,tau_R,1,1.0
1.5549999999999888,tau_R,1,1.0
1.5599999999999887,tau_R,1,1.0
1.5649999999999886,tau_R,1,1.0
1.5699999999999885,tau_R,1,1.0
1.5749999999999884,tau_R,1,1.0
1.5799999999999883,tau_R,1,1.0
1.5849999999999882,tau_R,1,1.0
1.589999999999988,tau_R,1,1.0
1.594999999999988,tau_R,1,1.0
1.5999999999999879,tau_R,1,1.0
1.6049999999999878,tau_R,1,1.0
1.6099999999999877,tau_R,1,1.0
1.6149999999999876,tau_R,1,1.0
1.6199999999999875,tau_R,1,1.0
1.6249999999999873,tau_R,1,1.0
1.6299999999999872,tau_R,1,1.0
1.6349999999999871,tau_R,1,1.0
1.639999999999987,tau_R,1,1.0
1.644999999999987,tau_R,1,1.0
1.6499999999999868,tau_R,1,1.0
1.6549999999999867,tau_R,1,1.0
1.6599999999999866,tau_R,1,1.0
1.6649999999999865,tau_R,1,1.0
1.6699999999999864,tau_R,1,1.0
1.6749999999999863,tau_R,1,1.0
1.6799999999999862,tau_R,1,1.0
1.684999999999986,tau_R,1,1.0
1.689999999999986,tau_R,1,1.0
1.6949999999999859,tau_R,1,1.0
1.6999999999999857,tau_R,1,1.0
1.7049999999999856,tau_R,1,1.0
1.7099999999999855,tau_R,1,1.0
1.7149999999999854,tau_R,1,1.0
1.7199999999999853,tau_R,1,1.0
1.7249999999999852,tau_R,1,1.0
1.729999999999985,tau_R,1,1.0
1.734999999999985,tau_R,1,1.0
1.739999999999985,tau_R,1,1.0
1.7449999999999848,tau_R,1,1.0
1.7499999999999847,tau_R,1,1.0
1.7549999999999846,tau_R,1,1.0
1.7599999999999845,tau_R,1,1.0
1.7649999999999844,tau_R,1,1.0
1.7699999999999843,tau_R,1,1.0
1.7749999999999841,tau_R,1,1.0
1.779999999999984,tau_R,1,1.0
1.784999999999984,tau_R,1,1.0
1.7899999999999838,tau_R,1,1.0
1.7949999999999837,tau_R,1,1.0
1.7999999999999836,tau_R,1,1.0
1.8049999999999835,tau_R,1,1.0
1.8099999999999834,tau_R,1,1.0
1.8149999999999833,tau_R,1,1.0
1.8199999999999832,tau_R,1,1.0
1.824999999999983,tau_R,1,1.0
1.829999999999983,tau_R,1,1.0
1.8349999999999829,tau_R,1,1.0
1.8399999999999828,tau_R,1,1.0
1.8449999999999827,tau_R,1,1.0
1.8499999999999825,tau_R,1,1.0
1.8549999999999824,tau_R,1,1.0
1.8599999999999823,tau_R,1,1.0
1.8649999999999822,tau_R,1,1.0
1.8699999999999821,tau_R,1,1.0
1.874999999999982,tau_R,1,1.0
1.879999999999982,tau_R,1,1.0
1.8849999999999818,tau_R,1,1.0
1.8899999999999817,tau_R,1,1.0
1.8949999999999816,tau_R,1,1.0
1.8999999999999815,tau_R,1,1.0
1.9049999999999814,tau_R,1,1.0
1.9099999999999813,tau_R,1,1.0
1.9149999999999812,tau_R,1,1.0
1.919999999999981,tau_R,1,1.0
1.924999999999981,tau_R,1,1.0
1.9299999999999808,tau_R,1,1.0
1.9349999999999807,tau_R,1,1.0
1.9399999999999806,tau_R,1,1.0
1.9449999999999805,tau_R,1,1.0
1.9499999999999804,tau_R,1,1.0
1.9549999999999803,tau_R,1,1.0
1.9599999999999802,tau_R,1,1.0
1.96499999999998,tau_R,1,1.0
1.96999999999998,tau_R,1,1.0
1.9749999999999799,tau_R,1,1.0
1.9799999999999798,tau_R,1,1.0
1.9849999999999797,tau_R,1,1.0
1.9899999999999796,tau_R,1,1.0
1.9949999999999795,tau_R,1,1.0
1.9999999999999793,tau_R,1,1.0
2.0049999999999795,tau_R,1,1.0
2.0099999999999794,tau_R,1,1.0
2.0149999999999793,tau_R,1,1.0
2.019999999999979,tau_R,1,1.0
2.024999999999979,tau_R,1,1.0
2.029999999999979,tau_R,1,1.0
2.034999999999979,tau_R,1,1.0
2.0399999999999787,tau_R,1,1.0
2.0449999999999786,tau_R,0,0.0
2.0499999999999785,tau_R,1,1.0
2.0549999999999784,tau_R,1,1.0
2.0599999999999783,tau_R,1,1.0
2.064999999999978,tau_R,1,1.0
2.069999999999978,tau_R,1,1.0
2.074999999999978,tau_R,1,1.0
2.079999999999978,tau_R,1,1.0
2.0849999999999778,tau_R,1,1.0
2.0899999999999777,tau_R,1,1.0
2.0949999999999775,tau_R,1,1.0
2.0999999999999774,tau_R,1,1.0
2.1049999999999773,tau_R,0,0.0
2.1099999999999772,tau_R,1,1.0
2.114999999999977,tau_R,1,1.0
2.119999999999977,tau_R,1,1.0
2.124999999999977,tau_R,1,1.0
2.129999999999977,tau_R,0,0.0
2.1349999999999767,tau_R,0,0.0
2.1399999999999766,tau_R,1,1.0
2.1449999999999765,tau_R,1,1.0
2.1499999999999764,tau_R,1,1.0
2.1549999999999763,tau_R,0,0.0
2.159999999999976,tau_R,1,1.0
2.164999999999976,tau_R,1,1.0
2.169999999999976,tau_R,1,1.0
2.174999999999976,tau_R,0,0.0
2.1799999999999757,tau_R,1,1.0
2.1849999999999756,tau_R,1,1.0
2.1899999999999755,tau_R,1,1.0
2.1949999999999754,tau_R,0,0.0
2.1999999999999753,tau_R,0,0.0
2.204999999999975,tau_R,1,1.0
2.209999999999975,tau_R,0,0.0
2.214999999999975,tau_R,0,0.0
2.219999999999975,tau_R,0,0.0
2.2249999999999748,tau_R,1,1.0
2.2299999999999747,tau_R,1,1.0
2.2349999999999746,tau_R,1,1.0
2.2399999999999745,tau_R,0,0.0
2.2449999999999743,tau_R,1,1.0
2.2499999999999742,tau_R,0,0.0
2.254999999999974,tau_R,0,0.0
2.259999999999974,tau_R,0,0.0
2.264999999999974,tau_R,0,0.0
2.269999999999974,tau_R,1,1.0
2.2749999999999737,tau_R,0,0.0
2.2799999999999736,tau_R,0,0.0
2.2849999999999735,tau_R,0,0.0
2.2899999999999734,tau_R,0,0.0
2.2949999999999733,tau_R,0,0.0
2.299999999999973,tau_R,1,1.0
2.304999999999973,tau_R,0,0.0
2.309999999999973,tau_R,1,1.0
2.314999999999973,tau_R,1,1.0
2.3199999999999728,tau_R,0,0.0
2.3249999999999726,tau_R,0,0.0
2.3299999999999725,tau_R,0,0.0
2.3349999999999724,tau_R,0,0.0
2.3399999999999723,tau_R,0,0.0
2.344999999999972,tau_R,0,0.0
2.349999999999972,tau_R,0,0.0
2.354999999999972,tau_R,0,0.0
2.359999999999972,tau_R,0,0.0
2.364999999999972,tau_R,1,1.0
2.3699999999999717,tau_R,0,0.0
2.3749999999999716,tau_R,1,1.0
2.3799999999999715,tau_R,1,1.0
2.3849999999999714,tau_R,0,0.0
2.3899999999999713,tau_R,1,1.0
2.394999999999971,tau_R,0,0.0
2.399999999999971,tau_R,0,0.0
2.404999999999971,tau_R,0,0.0
2.409999999999971,tau_R,0,0.0
2.4149999999999707,tau_R,0,0.0
2.4199999999999706,tau_R,0,0.0
2.4249999999999705,tau_R,0,0.0
2.4299999999999704,tau_R,0,0.0
2.4349999999999703,tau_R,0,0.0
2.43999999999997,tau_R,0,0.0
2.44499999999997,tau_R,0,0.0
2.44999999999997,tau_R,0,0.0
2.45499999999997,tau_R,0,0.0
2.4599999999999698,tau_R,1,1.0
2.4649999999999697,tau_R,0,0.0
2.4699999999999696,tau_R,1,1.0
2.4749999999999694,tau_R,0,0.0
2.4799999999999693,tau_R,0,0.0
2.4849999999999692,tau_R,0,0.0
2.489999999999969,tau_R,0,0.0
2.494999999999969,tau_R,0,0.0
2.499999999999969,tau_R,0,0.0
2.504999999999969,tau_R,0,0.0
2.5099999999999687,tau_R,1,1.0
2.5149999999999686,tau_R,0,0.0
2.5199999999999685,tau_R,0,0.0
2.5249999999999684,tau_R,0,0.0
2.5299999999999683,tau_R,0,0.0
2.534999999999968,tau_R,0,0.0
2.539999999999968,tau_R,0,0.0
2.544999999999968,tau_R,0,0.0
2.549999999999968,tau_R,0,0.0
2.5549999999999677,tau_R,0,0.0
2.5599999999999676,tau_R,0,0.0
2.5649999999999675,tau_R,0,0.0
2.5699999999999674,tau_R,0,0.0
2.5749999999999673,tau_R,0,0.0
2.579999999999967,tau_R,0,0.0
2.584999999999967,tau_R,0,0.0
2.589999999999967,tau_R,0,0.0
2.594999999999967,tau_R,0,0.0
2.599999999999967,tau_R,1,1.0
2.6049999999999667,tau_R,0,0.0
2.6099999999999666,tau_R,0,0.0
2.6149999999999665,tau_R,0,0.0
2.6199999999999664,tau_R,0,0.0
2.6249999999999662,tau_R,0,0.0
2.629999999999966,tau_R,0,0.0
2.634999999999966,tau_R,1,1.0
2.639999999999966,tau_R,0,0.0
2.644999999999966,tau_R,0,0.0
2.6499999999999657,tau_R,0,0.0
2.6549999999999656,tau_R,0,0.0
2.6599999999999655,tau_R,0,0.0
2.6649999999999654,tau_R,0,0.0
2.6699999999999653,tau_R,0,0.0
2.674999999999965,tau_R,0,0.0
2.679999999999965,tau_R,0,0.0
2.684999999999965,tau_R,0,0.0
2.689999999999965,tau_R,0,0.0
2.6949999999999648,tau_R,0,0.0
2.6999999999999647,tau_R,1,1.0
2.7049999999999645,tau_R,0,0.0
2.7099999999999644,tau_R,0,0.0
2.7149999999999643,tau_R,0,0.0
2.7199999999999642,tau_R,1,1.0
2.724999999999964,tau_R,0,0.0
2.729999999999964,tau_R,1,1.0
2.734999999999964,tau_R,1,1.0
2.739999999999964,tau_R,1,1.0
2.7449999999999637,tau_R,0,0.0
2.7499999999999636,tau_R,0,0.0
2.7549999999999635,tau_R,1,1.0
2.7599999999999634,tau_R,0,0.0
2.7649999999999633,tau_R,1,1.0
2.769999999999963,tau_R,1,1.0
2.774999999999963,tau_R,1,1.0
2.779999999999963,tau_R,0,0.0
2.784999999999963,tau_R,1,1.0
2.7899999999999627,tau_R,0,0.0
2.7949999999999626,tau_R,1,1.0
2.7999999999999625,tau_R,1,1.0
2.8049999999999624,tau_R,1,1.0
2.8099999999999623,tau_R,1,1.0
2.814999999999962,tau_R,1,1.0
2.819999999999962,tau_R,0,0.0
2.824999999999962,tau_R,0,0.0
2.829999999999962,tau_R,1,1.0
2.8349999999999618,tau_R,1,1.0
2.8399999999999617,tau_R,1,1.0
2.8449999999999616,tau_R,0,0.0
2.8499999999999615,tau_R,1,1.0
2.8549999999999613,tau_R,0,0.0
2.8599999999999612,tau_R,1,1.0
2.864999999999961,tau_R,1,1.0
2.869999999999961,tau_R,0,0.0
2.874999999999961,tau_R,1,1.0
2.879999999999961,tau_R,1,1.0
2.8849999999999607,tau_R,0,0.0
2.8899999999999606,tau_R,1,1.0
2.8949999999999605,tau_R,1,1.0
2.8999999999999604,tau_R,1,1.0
2.9049999999999603,tau_R,1,1.0
2.90999999999996,tau_R,1,1.0
2.91499999999996,tau_R,1,1.0
2.91999999999996,tau_R,1,1.0
2.92499999999996,tau_R,1,1.0
2.9299999999999597,tau_R,1,1.0
2.9349999999999596,tau_R,1,1.0
2.9399999999999595,tau_R,1,1.0
2.9449999999999594,tau_R,0,0.0
2.9499999999999593,tau_R,1,1.0
2.954999999999959,tau_R,1,1.0
2.959999999999959,tau_R,1,1.0
2.964999999999959,tau_R,1,1.0
2.969999999999959,tau_R,1,1.0
2.974999999999959,tau_R,1,1.0
2.9799999999999587,tau_R,1,1.0
2.9849999999999586,tau_R,1,1.0
2.9899999999999585,tau_R,1,1.0
2.9949999999999584,tau_R,1,1.0
2.9999999999999583,tau_R,1,1.0
3.004999999999958,tau_R,1,1.0
3.009999999999958,tau_R,1,1.0
3.014999999999958,tau_R,1,1.0
3.019999999999958,tau_R,1,1.0
3.0249999999999577,tau_R,1,1.0
3.0299999999999576,tau_R,1,1.0
3.0349999999999575,tau_R,1,1.0
3.0399999999999574,tau_R,1,1.0
3.0449999999999573,tau_R,1,1.0
3.049999999999957,tau_R,1,1.0
3.054999999999957,tau_R,1,1.0
3.059999999999957,tau_R,1,1.0
3.064999999999957,tau_R,1,1.0
3.0699999999999568,tau_R,1,1.0
3.0749999999999567,tau_R,1,1.0
3.0799999999999566,tau_R,1,1.0
3.0849999999999564,tau_R,1,1.0
3.0899999999999563,tau_R,1,1.0
3.0949999999999562,tau_R,1,1.0
3.099999999999956,tau_R,1,1.0
3.104999999999956,tau_R,1,1.0
3.109999999999956,tau_R,1,1.0
3.114999999999956,tau_R,1,1.0
3.1199999999999557,tau_R,1,1.0
3.1249999999999556,tau_R,1,1.0
3.1299999999999555,tau_R,1,1.0
3.1349999999999554,tau_R,1,1.0
3.1399999999999553,tau_R,1,1.0
3.144999999999955,tau_R,1,1.0
3.149999999999955,tau_R,1,1.0
3.154999999999955,tau_R,1,1.0
3.159999999999955,tau_R,1,1.0
3.1649999999999547,tau_R,1,1.0
3.1699999999999546,tau_R,1,1.0
3.1749999999999545,tau_R,1,1.0
3.1799999999999544,tau_R,1,1.0
3.1849999999999543,tau_R,1,1.0
3.189999999999954,tau_R,1,1.0
3.194999999999954,tau_R,1,1.0
3.199999999999954,tau_R,1,1.0
3.204999999999954,tau_R,1,1.0
3.209999999999954,tau_R,1,1.0
3.2149999999999537,tau_R,1,1.0
3.2199999999999536,tau_R,1,1.0
3.2249999999999535,tau_R,1,1.0
3.2299999999999534,tau_R,1,1.0
3.2349999999999532,tau_R,1,1.0
3.239999999999953,tau_R,1,1.0
3.244999999999953,tau_R,1,1.0
3.249999999999953,tau_R,1,1.0
3.254999999999953,tau_R,1,1.0
3.2599999999999527,tau_R,1,1.0
3.2649999999999526,tau_R,1,1.0
3.2699999999999525,tau_R,1,1.0
3.2749999999999524,tau_R,1,1.0
3.2799999999999523,tau_R,1,1.0
3.284999999999952,tau_R,1,1.0
3.289999999999952,tau_R,1,1.0
3.294999999999952,tau_R,1,1.0
3.299999999999952,tau_R,1,1.0
3.3049999999999518,tau_R,1,1.0
3.3099999999999516,tau_R,1,1.0
3.3149999999999515,tau_R,1,1.0
3.3199999999999514,tau_R,1,1.0
3.3249999999999513,tau_R,1,1.0
3.329999999999951,tau_R,1,1.0
3.334999999999951,tau_R,1,1.0
3.339999999999951,tau_R,1,1.0
3.344999999999951,tau_R,1,1.0
3.349999999999951,tau_R,1,1.0
3.3549999999999507,tau_R,1,1.0
3.3599999999999506,tau_R,1,1.0
3.3649999999999505,tau_R,1,1.0
3.3699999999999504,tau_R,1,1.0
3.3749999999999503,tau_R,1,1.0
3.37999999999995,tau_R,1,1.0
3.38499999999995,tau_R,1,1.0
3.38999999999995,tau_R,1,1.0
3.39499999999995,tau_R,1,1.0
3.3999999999999497,tau_R,1,1.0
3.4049999999999496,tau_R,1,1.0
3.4099999999999495,tau_R,1,1.0
3.4149999999999494,tau_R,1,1.0
3.4199999999999493,tau_R,1,1.0
3.424999999999949,tau_R,1,1.0
3.429999999999949,tau_R,1,1.0
3.434999999999949,tau_R,1,1.0
3.439999999999949,tau_R,1,1.0
3.4449999999999488,tau_R,1,1.0
3.4499999999999487,tau_R,1,1.0
3.4549999999999486,tau_R,1,1.0
3.4599999999999485,tau_R,1,1.0
3.4649999999999483,tau_R,1,1.0
3.4699999999999482,tau_R,1,1.0
3.474999999999948,tau_R,1,1.0
3.479999999999948,tau_R,1,1.0
3.484999999999948,tau_R,1,1.0
3.489999999999948,tau_R,1,1.0
3.4949999999999477,tau_R,1,1.0
3.4999999999999476,tau_R,1,1.0
3.5049999999999475,tau_R,1,1.0
3.5099999999999474,tau_R,1,1.0
3.5149999999999473,tau_R,1,1.0
3.519999999999947,tau_R,1,1.0
3.524999999999947,tau_R,1,1.0
3.529999999999947,tau_R,1,1.0
3.534999999999947,tau_R,1,1.0
3.5399999999999467,tau_R,1,1.0
3.5449999999999466,tau_R,1,1.0
3.5499999999999465,tau_R,1,1.0
