t,x,y,vx,vy,psi
0.0,-0.010856306033005612,0.01332800942422933,10.000000000000002,17.32050807568877,1.0001477366948819
0.005,0.059973454465835865,0.09649179354194089,10.000000000000002,17.27145807568877,1.0043234745898322
0.01,0.10282978498051994,0.16679012555661155,10.000000000000002,17.22240807568877,1.0148503635887434
0.015,0.1349370528608191,0.24720300413632798,10.000000000000002,17.173358075688768,1.0327767921861677
0.02,0.19421399748031468,0.34906535734314453,10.000000000000002,17.124308075688766,1.0689576783914927
0.025,0.26651436537097156,0.42423513304880706,10.000000000000002,17.075258075688765,1.1090159831762871
0.030000000000000002,0.2757332075660693,0.5197033836806703,10.000000000000002,17.026208075688764,1.149282303159426
0.035,0.34571087371143827,0.5937560132724927,10.000000000000002,16.977158075688763,1.2010919832872424
0.04,0.4126593625870554,0.6773410704955779,10.000000000000002,16.928108075688762,1.2631234234493272
0.045,0.441332595977349,0.7691839553105874,10.000000000000002,16.87905807568876,1.3223747279744613
0.049999999999999996,0.49321113848377945,0.8643301599885181,10.000000000000002,16.83000807568876,1.3958677523890348
0.05499999999999999,0.5490529103106311,0.9422045931160178,10.000000000000002,16.78095807568876,1.4639706207620953
0.05999999999999999,0.6149138962612429,1.0348277360280438,10.000000000000002,16.731908075688757,1.5488316282609147
0.06499999999999999,0.6436109800331536,1.0943679078892175,10.000000000000002,16.682858075688756,1.5992718953858325
0.06999999999999999,0.6955601804035395,1.1795470438828906,10.000000000000002,16.633808075688755,1.6783456500503677
0.075,0.7456564872438151,1.272395218685054,10.000000000000002,16.584758075688754,1.7642643482693234
0.08,0.8220593008272549,1.3778676598880315,10.000000000000002,16.535708075688753,1.8729321627205058
0.085,0.8718678608897382,1.4456320475691684,10.000000000000002,16.48665807568875,1.944101417126472
0.09000000000000001,0.9100405389787891,1.510656349391541,10.000000000000002,16.43760807568875,2.008916072579104
0.09500000000000001,0.953861863991749,1.602749112660855,10.000000000000002,16.38855807568875,2.09764612440076
0.10000000000000002,1.0073736857589628,1.6876604554768886,10.000000000000002,16.339508075688748,2.186423647450055
0.10500000000000002,1.0649073202815085,1.7614639904917095,10.000000000000002,16.290458075688747,2.269411939551203
0.11000000000000003,1.0906416613159766,1.8547358882363285,10.000000000000002,16.241408075688746,2.353508612521419
0.11500000000000003,1.1617582904478216,1.9282457173225591,10.000000000000002,16.192358075688745,2.4440325329105876
0.12000000000000004,1.1874611933225105,2.0077786619005544,10.000000000000002,16.143308075688743,2.5184827237637735
0.12500000000000003,1.2436224849754665,2.1040910773330195,10.000000000000002,16.094258075688742,2.621327717849518
0.13000000000000003,1.3090710519580038,2.1548631908179354,10.000000000000002,16.04520807568874,2.6927168706896865
0.13500000000000004,1.335713192997741,2.2425677868001355,10.000000000000002,15.996158075688742,2.77541576980782
0.14000000000000004,1.3985993127981142,2.323993540782018,10.000000000000002,15.947108075688742,2.8710279788431428
0.14500000000000005,1.441382451041404,2.4034253602748823,10.000000000000002,15.898058075688743,2.95565685745614
0.15000000000000005,1.4974438062946949,2.4841049309003993,10.000000000000002,15.849008075688744,3.048129410506079
0.15500000000000005,1.5220141089453938,2.5755222613106654,10.000000000000002,15.799958075688744,3.134316281794077
0.16000000000000006,1.5822846689549026,2.6606026203943043,10.000000000000002,15.750908075688745,3.2330571971867057
0.16500000000000006,1.6430012276540218,2.7375522450952032,10.000000000000002,15.701858075688746,3.3256602647100157
0.17000000000000007,1.709274624317587,2.796705501601798,10.000000000000002,15.652808075688746,3.40671504614954
0.17500000000000007,1.748263643172099,2.8840909842598332,10.000000000000002,15.603758075688747,3.4975848433937653
0.18000000000000008,1.8000284591589693,2.967706605758724,10.000000000000002,15.554708075688747,3.5919712289975156
0.18500000000000008,1.8568822271110241,3.043357523525274,10.000000000000002,15.505658075688748,3.682539911835188
0.19000000000000009,1.8912046365699107,3.1315432583759555,10.000000000000002,15.456608075688749,3.772331505776904
0.1950000000000001,1.9528362732380742,3.1890154824038666,10.000000000000002,15.40755807568875,3.8505676687633006
0.2000000000000001,1.9919463348193451,3.2743698093487588,10.000000000000002,15.35850807568875,3.9406924867277247
0.2050000000000001,2.032723305058795,3.345666848367134,10.000000000000002,15.30945807568875,4.020124309224803
0.2100000000000001,2.09609100206245,3.4286571960855334,10.000000000000002,15.260408075688751,4.120860079375135
0.2150000000000001,2.1557380586240513,3.4916595171461853,10.000000000000002,15.211358075688752,4.203255440411013
0.2200000000000001,2.2033858905099986,3.56921589944195,10.000000000000002,15.162308075688752,4.29173047671717
0.22500000000000012,2.2498816950552123,3.6470157084320847,10.000000000000002,15.113258075688753,4.379922104724104
0.23000000000000012,2.3239236526593774,3.724246414296863,10.000000000000002,15.064208075688754,4.481959215584392
0.23500000000000013,2.354129121603088,3.820683380443185,10.000000000000002,15.015158075688754,4.577464674344226
0.24000000000000013,2.4097873600593736,3.892033957308255,10.000000000000002,14.966108075688755,4.665293605216661
0.24500000000000013,2.4723814333849794,3.952983981836605,10.000000000000002,14.917058075688756,4.74816268327942
0.2500000000000001,2.487059146768387,4.031425101864284,10.000000000000002,14.868008075688756,4.820839730981794
0.2550000000000001,2.53961211789795,4.088091449119529,10.000000000000002,14.818958075688757,4.895010235112984
0.2600000000000001,2.6174371222512285,4.176337676213562,10.000000000000002,14.769908075688758,5.00880713704475
0.2650000000000001,2.6420193726475882,4.253576287190637,10.000000000000002,14.720858075688758,5.085758227895529
0.27000000000000013,2.700296832303032,4.337041272569976,10.000000000000002,14.671808075688759,5.185526478868447
