t,omega,F,S,C,tau_R,IC,kappa,kappa_cum
0.0,0.03180240994535624,0.6212095788199518,3.077648960011281,0.3204416449348264,0.58,0.9223011305126319,-0.08088349214507545,-0.0008088349214507546
0.01,0.03180240994535624,0.6212095788199518,3.0928862527202465,0.3204416449348264,0.58,0.9222048907397234,-0.08098784504047762,-0.0016187133718555309
0.02,0.03180240994535624,0.6212095788199518,3.125233038112523,0.6818417039665959,0.58,0.9150620293387665,-0.08876341344907618,-0.0025063475063462925
0.03,0.03180240994535624,0.6212095788199518,3.1584193481928473,0.6872317822457672,0.58,0.8136832004581783,-0.206184165069667,-0.004568189157042962
0.04,0.02614176832794568,0.688632042277673,3.1916562544854172,0.4366061180479101,0.58,0.8498891769932871,-0.16264930623964452,-0.006194682219439407
0.05,0.04665042780041939,0.44435861228401785,3.2273828869668875,0.5499406684195061,0.58,0.7155525892517711,-0.33470016870893576,-0.009541683906528764
0.06,0.02614176832794568,0.688632042277673,3.2539665885247446,0.7196595782984863,0.58,0.8729199309777096,-0.13591143298611638,-0.010900798236389928
0.07,0.02614176832794568,0.688632042277673,3.288650204674169,0.6971835487867406,0.58,0.6451485811319393,-0.4382746148703767,-0.015283544385093694
0.08,0.014881042772119601,0.8227556820714281,3.3219357819764883,0.297688647246826,0.58,0.6632301965488198,-0.41063312953237735,-0.01938987568041747
0.09,0.014816774162794422,0.8235211691410173,3.356772760190804,0.2883523026035005,0.58,0.646966968936381,-0.43546002297628883,-0.023744475910180356
0.1,0.014816774162794422,0.8235211691410173,3.3909902377865504,0.28780550852154313,0.58,0.6646526443413674,-0.40849069908383423,-0.027829382901018697
0.11,0.014881042772119601,0.8227556820714281,3.423811678802367,0.5282999112039816,0.58,0.6232558489843233,-0.4727981559257875,-0.03255736446027657
0.12,0.014816774162794422,0.8235211691410173,3.4551428374883675,0.15802944569246105,0.58,0.7220748159317055,-0.3256265084347333,-0.03581362954462391
0.13,0.02807828317519434,0.6655667061641172,3.485036422872256,0.38570261263270494,0.58,0.7867404050572748,-0.23985692607049283,-0.038212198805328834
0.14,0.03372790386977764,0.5982755101168438,3.5151806112947983,0.3451382925333298,0.58,0.754391108732656,-0.2818443203559199,-0.041030642008888035
0.15,0.02807828317519434,0.6655667061641172,3.5439173004603512,0.5092053834160516,0.58,0.7398479502251352,-0.301310573048768,-0.044043747739375715
0.16,0.02807828317519434,0.6655667061641172,3.5709574625032716,0.1245789375747286,0.58,0.7966259175888275,-0.22737006095001683,-0.04631744834887589
0.17,0.03372790386977764,0.5982755101168438,3.5976569271634435,0.29389527275692195,0.58,0.7882976253286308,-0.2378795506307434,-0.04869624385518332
0.18,0.05004532435496409,0.40392286235285724,3.6193564580088715,0.6604996465322075,0.58,0.7542797829293643,-0.2819919016509966,-0.051516162871693284
0.19,0.05004532435496409,0.40392286235285724,3.645487268040231,0.7671018234228425,0.58,0.6804281348060333,-0.38503305422770967,-0.055366493413970375
0.2,0.05004532435496409,0.40392286235285724,3.6689293620965966,0.6966169266102245,0.58,0.8195130960389752,-0.19904488820011274,-0.0573569422959715
0.21,0.0658513874887515,0.2156608620222814,3.6928036854427546,0.23338179942406642,0.58,0.7155850334805429,-0.334654828236002,-0.06070349057833152
0.22,0.05001918837150836,0.40423416140843704,3.712203917215286,0.4986273694970971,0.58,0.8144037746814502,-0.20529898599450327,-0.06275648043827654
0.23,0.05001918837150836,0.40423416140843704,3.736238978996813,0.6700482342151206,0.58,0.8338450636268145,-0.18170765691687296,-0.06457355700744528
0.24,0.05001918837150836,0.40423416140843704,3.7594865276959637,0.684578634353986,0.58,0.8160241195475735,-0.2033113539312422,-0.0666066705467577
0.25,0.05001918837150836,0.40423416140843704,3.7817879583594727,0.6202326639433425,0.58,0.8373130723319012,-0.17755722546779726,-0.06838224280143568
0.26,0.05001918837150836,0.40423416140843704,3.8023537200233353,0.17519184262960547,0.58,0.8314114611808587,-0.18463045483172227,-0.0702285473497529
0.27,0.018019083997165494,0.785379270681289,3.8147717944290576,0.46849767569484885,0.58,0.9755298934544193,-0.024774464899400498,-0.0704762919987469
0.28,0.008765488490145884,0.8955964946450214,3.816405809740406,0.45187219959248076,0.58,0.9657201921392068,-0.03488113254369731,-0.07082510332418387
0.29,0.008765488490145884,0.8955964946450214,3.814940180564583,0.05243122392413733,0.58,0.9873726673475742,-0.012707724851175937,-0.07095218057269563
0.3,0.02638707858168557,0.685710214199437,3.816050297599696,0.25988311296789646,0.58,0.9321346927232261,-0.07027794392120619,-0.0716549600119077
0.31,0.02638707858168557,0.685710214199437,3.809649434561696,0.5750458366503248,0.58,0.9188932234233324,-0.0845853402815678,-0.07250081341472338
0.32,0.02638707858168557,0.685710214199437,3.8022058778980354,0.6621924010690727,0.58,0.9517939135020546,-0.04940673453272133,-0.07299488076005059
0.33,0.04404462767949954,0.4753956351703409,3.8021978014801037,0.5284448794758323,0.58,0.8633843999020121,-0.14689525265800557,-0.07446383328663064
0.34,0.04404462767949954,0.4753956351703409,3.8021891145159215,0.4475083356128761,0.58,0.8713663045354175,-0.13769282276457906,-0.07584076151427643
0.35000000000000003,0.02730609191076422,0.674764080035708,3.802821545338185,0.21934898833465355,0.58,0.9044853461843665,-0.10038916423432301,-0.07684465315661966
0.36,0.02730609191076422,0.674764080035708,3.8043926360639624,0.43380682880863874,0.58,0.8726599325630972,-0.1362093264471796,-0.07820674642109146
0.37,0.02730609191076422,0.674764080035708,3.805278411114576,0.607823343986409,0.58,0.9000030303553451,-0.10535713749092657,-0.07926031779600072
0.38,0.02730609191076422,0.674764080035708,3.8038283499526835,0.4901347997910402,0.58,0.8138223259208447,-0.20601319734139745,-0.0813204497694147
0.39,0.055487298434404086,0.33910489235800845,3.8032298253653454,0.5982499156638954,0.58,0.6578178973401155,-0.41882712252062293,-0.08550872099462094
0.4,0.055487298434404086,0.33910489235800845,3.8041741575555656,0.6815071297466245,0.58,0.7186771378946546,-0.3303430514587084,-0.08881215150920803
0.41000000000000003,0.030338349564929035,0.6386476298697912,3.8036828779884724,0.29684615983525486,0.58,0.7687981466048396,-0.262926819085381,-0.09144141970006184
0.42,0.055487298434404086,0.33910489235800845,3.803442570542373,0.3902285937695295,0.58,0.5884219396833923,-0.5303109869339898,-0.09674452956940174
0.43,0.055487298434404086,0.33910489235800845,3.8032940143518714,0.628608688727546,0.58,0.6290913955256431,-0.46347871403874613,-0.10137931670978921
0.44,0.06878426508510138,0.18072810246412974,3.8026487555629473,0.7755154492579622,0.58,0.4245485515345825,-0.8567288827545351,-0.10994660553733455
0.45,0.06878426508510138,0.18072810246412974,3.8025687043978604,0.7529280828323359,0.58,0.5696752378495326,-0.5626888211322535,-0.1155734937486571
0.46,0.09208839310788891,0.0,3.8033592696523866,0.6043362294107235,0.58,0.35466500213975133,-1.0365815627790365,-0.12593930937644746
0.47000000000000003,0.09208839310788891,0.0,3.8033321519869894,0.6573692880801107,0.58,0.3668389002265932,-1.0028324640007642,-0.1359676340164551
0.48,0.06878426508510138,0.18072810246412974,3.8063170597306146,0.7967430103799793,0.58,0.37466443194549,-0.9817244750821489,-0.14578487876727658
0.49,0.09208839310788891,0.0,3.804546929444428,0.729414760985672,0.58,0.4191633320279164,-0.8694945972515455,-0.15447982473979205
0.5,0.09208839310788891,0.0,3.806918620585393,0.6587654798220149,0.58,0.397786120759198,-0.9218407780287865,-0.1636982325200799
0.51,0.08991716993449028,0.0,3.817260711716091,0.504901941291573,0.58,0.47958166378627204,-0.7348410680136663,-0.17104664320021656
0.52,0.035092110398468324,0.5820267929137385,3.8178696228784577,0.4792543175044112,0.58,0.8117247833481853,-0.2085939207163781,-0.17313258240738033
0.53,0.035092110398468324,0.5820267929137385,3.7921197546680667,0.5338997852146439,0.58,0.8897003486876292,-0.11687054857579338,-0.17430128789313826
0.54,0.02242303498311496,0.7329249299036439,3.782291849023137,0.3754058248779625,0.58,0.9647473862716197,-0.03588897743136284,-0.1746601776674519
0.55,0.02168028403158706,0.741771647691527,3.772145677107756,0.12227008936795894,0.58,0.9602066680236372,-0.04060672808378166,-0.1750662449482897
