t,omega,F,S,C,tau_R,IC,kappa,kappa_cum
0.0,0.044547236089107586,0.9554527639108924,0.0,0.2832244966167871,inf,0.997839463180165,-0.00216286412505176,-1.08143206252588e-05
0.005,0.044547236089107586,0.9554527639108924,0.04828979026843528,0.2832244966167871,inf,0.997839463180165,-0.00216286412505176,-2.16286412505176e-05
0.01,0.11230202213731336,0.8876979778626867,0.09527482685283192,0.31523849735518117,inf,0.9863484027653767,-0.01374562699376002,-9.03567762193177e-05
0.015,0.19124113319701003,0.8087588668029899,0.14057310201480772,0.531769742164348,inf,0.9609226322055164,-0.03986137043660309,-0.00028966362840233316
0.02,0.3859817163454735,0.6140182836545265,0.18394324752155483,0.19434991607402669,inf,0.8501210698453245,-0.16237649276551544,-0.0011015460922299102
0.025,0.42734644881223033,0.5726535511877697,0.2258567785227832,0.012776321866492581,inf,0.8195135220864381,-0.19904436832148104,-0.0020967679338373155
0.030000000000000002,0.4295655780736656,0.5704344219263344,0.2662214858531451,0.41798552666948824,inf,0.8178167843849938,-0.20111693520841703,-0.003102352609879401
0.035,0.5527114273973034,0.4472885726026966,0.3052987592349047,0.3887332383119837,inf,0.7168018622616472,-0.3329558053526634,-0.004767131636642718
0.04,0.6320995037693045,0.36790049623069554,0.34292057321346137,0.14746050182337553,inf,0.6469589804790753,-0.43547237060280625,-0.006944493489656749
0.045,0.6617582998179612,0.3382417001820388,0.3793328946326589,0.4697910322717382,inf,0.6204583544001795,-0.4772967766690771,-0.009330977373002133
0.049999999999999996,0.7265289709464046,0.27347102905359544,0.41481277127245897,0.25113190014085485,inf,0.5625351721755587,-0.5753016007696048,-0.012207485376850158
0.05499999999999999,0.7265289709464046,0.27347102905359544,0.449230550102702,0.5104297760768396,inf,0.5625351721755587,-0.5753016007696048,-0.015083993380698182
0.05999999999999999,0.7840317548325253,0.2159682451674747,0.48260083308763424,0.6816793980139397,inf,0.5117226096796441,-0.6699725591849509,-0.018433856176622937
0.06499999999999999,0.8435676055609221,0.15643239443907786,0.5150473382849673,0.6404730776604347,inf,0.46043425885061995,-0.7755851721271976,-0.022311782037258924
0.06999999999999999,0.905306662178431,0.09469333782156897,0.5466306251461468,0.298668022319247,inf,0.4093164433618846,-0.8932666975087226,-0.026778115524802536
0.075,0.8435676055609221,0.15643239443907786,0.5775328099848828,0.5859790341491369,inf,0.46043425885061995,-0.7755851721271976,-0.030656041385438523
0.08,0.8435676055609221,0.15643239443907786,0.6076285941419942,0.6999676110558949,inf,0.46043425885061995,-0.7755851721271976,-0.034533967246074514
0.085,0.916590224366601,0.08340977563339902,0.6370731141221244,0.2833346868336112,inf,0.400247375135528,-0.9156724602046599,-0.03911232954709781
0.09000000000000001,0.9465820571444427,0.05341794285555734,0.6656673900542794,0.5980540601117115,inf,0.3765981877882102,-0.9765764482505934,-0.04399521178835077
0.09500000000000001,0.8853283261222671,0.11467167387773292,0.6936458480030081,0.002944726141708715,inf,0.42559100990711224,-0.8542764410196187,-0.048266593993448875
0.10000000000000002,0.8971526564545754,0.10284734354542457,0.7209714089899067,0.26480161667661006,inf,0.4159259409548185,-0.8772480370776568,-0.052652834178837156
0.10500000000000002,0.9465820571444427,0.05341794285555734,0.7476753906202792,0.06450949175794132,inf,0.3765981877882102,-0.9765764482505934,-0.05753571642009012
0.11000000000000003,0.8971526564545754,0.10284734354542457,0.773672139068727,0.28564861533676567,inf,0.4159259409548185,-0.8772480370776568,-0.061921956605478404
