t,omega,F,S,C,tau_R,IC,kappa,kappa_cum,omega_gate,S_gate,C_gate,regime_gate
0.3450000000000002,0.9076840442128712,0.0923159557871288,0.9705336777868108,0.5206367516332502,inf,0.4073981113352266,-0.897964386551987,-0.2785924653976045,0.06576688194357244,0.14601322316496312,0.09249015403843255,Stable
0.3500000000000002,0.9539190665279944,0.0460809334720057,0.9710010690389076,0.1394356776982922,inf,0.3709180456788704,-0.9917741149519383,-0.2835513359723642,0.0691168728061903,0.1460835404602407,0.024770489728802036,Stable
0.3550000000000002,0.9076840442128712,0.0923159557871288,0.9678285483253232,0.2123730177056321,inf,0.4073981113352266,-0.897964386551987,-0.2880411579051242,0.06576688194357244,0.1456062463842593,0.037727673007297215,Stable
0.3600000000000002,0.9076840442128712,0.0923159557871288,0.9658212108250308,0.5542320176114595,inf,0.4073981113352266,-0.897964386551987,-0.2925309798378842,0.06576688194357244,0.14530424983833218,0.09845829077779877,Stable
0.3650000000000002,0.9510516873356925,0.0489483126643076,0.9655847719614892,0.5508842137753861,inf,0.3731328457412645,-0.9858207411439645,-0.297460083543604,0.06890911484235927,0.14526867848069944,0.09786355963076097,Stable
0.3700000000000002,0.9510516873356925,0.0489483126643076,0.9664733072742852,0.3817660312553655,inf,0.3731328457412645,-0.9858207411439645,-0.3023891872493238,0.06890911484235927,0.14540235535136,0.06782002793057297,Stable
0.3750000000000002,0.8161714976901171,0.1838285023098829,0.970142076748598,0.6759969809289207,inf,0.4838275855860851,-0.7260266431892209,-0.30601932046527,0.059136276413057916,0.14595430822868335,0.12008961084574772,Stable
0.3800000000000002,0.8640928691692196,0.1359071308307804,0.9740108393103744,0.4055675505349737,inf,0.4431767268446716,-0.8137866339955442,-0.3100882536352476,0.06260845288320097,0.14653634933063983,0.0720483237195541,Stable
0.3850000000000002,0.8640928691692196,0.1359071308307804,0.9680314828880624,0.2184270576789801,inf,0.4431767268446716,-0.8137866339955442,-0.3141571868052253,0.06260845288320097,0.14563677714303186,0.038803161988690174,Stable
0.3900000000000002,0.8640928691692196,0.1359071308307804,0.970764027911594,0.203099259495832,inf,0.4431767268446716,-0.8137866339955442,-0.3182261199752031,0.06260845288320097,0.146047878494238,0.03608020704825981,Stable
0.3950000000000002,0.9077943776998624,0.0922056223001376,0.9676429709650805,0.4175756454694176,inf,0.4073091789864213,-0.8981827038495778,-0.3227170334944509,0.06577487623350145,0.14557832695277986,0.07418153953021434,Stable
0.4000000000000002,0.9077943776998624,0.0922056223001376,0.9678239306994356,0.3216701829065685,inf,0.4073091789864213,-0.8981827038495778,-0.3272079470136988,0.06577487623350145,0.14560555167942357,0.05714411184625109,Stable
0.4050000000000002,0.9494194718394984,0.0505805281605015,0.967762667560521,0.5726150024073892,inf,0.374396494386335,-0.982439870997246,-0.332120146368685,0.06879085152757582,0.1455963348654388,0.1017239939578528,Stable
0.4100000000000002,0.9494194718394984,0.0505805281605015,0.9666714172847056,0.5951397348797912,inf,0.374396494386335,-0.982439870997246,-0.3370323457236712,0.06879085152757582,0.14543216027397607,0.10572547093678587,Stable
0.4150000000000002,0.934216080491996,0.0657839195080041,0.9668145437879492,0.5929742347358951,inf,0.3862665885299114,-0.951227478153294,-0.3417884831144377,0.06768927917950156,0.14545369313011208,0.10534077384951554,Stable
0.4200000000000002,0.916066553379793,0.0839334466202069,0.9708612599835744,0.5531735673082666,inf,0.4006662506938949,-0.9146264657987978,-0.3463616154434317,0.06637424250508801,0.14606250670194454,0.09827025904304854,Stable
0.4250000000000002,0.916066553379793,0.0839334466202069,0.9717764582434564,0.0957146648156806,inf,0.4006662506938949,-0.9146264657987978,-0.3509347477724258,0.06637424250508801,0.1462001949149544,0.01700353281778172,Stable
0.4300000000000002,0.916066553379793,0.0839334466202069,0.9657406226226792,0.4561869144372601,inf,0.4006662506938949,-0.9146264657987978,-0.3555078801014198,0.06637424250508801,0.14529212563961166,0.08104075990459683,Stable
0.4350000000000003,0.916066553379793,0.0839334466202069,0.9672079806195908,0.6841242508536566,inf,0.4006662506938949,-0.9146264657987978,-0.3600810124304138,0.06637424250508801,0.145512884254763,0.12153340528571506,Stable
0.4400000000000003,0.916066553379793,0.0839334466202069,0.9700085814171812,0.7260484375766124,inf,0.4006662506938949,-0.9146264657987978,-0.3646541447594078,0.06637424250508801,0.14593422434693482,0.12898115935950671,Stable
0.4450000000000003,0.7722246275639343,0.2277753724360657,0.9671070070605724,0.5775616110793906,inf,0.522074169017423,-0.6499455957981517,-0.3679038727383986,0.05595207521683159,0.14549769315408906,0.10260274982094936,Stable
0.4500000000000003,0.923587884339889,0.0764121156601109,0.9661174461684162,0.5665649210795842,inf,0.3946692675901562,-0.9297071367125797,-0.3725524084219615,0.066919205797618,0.1453488173564854,0.10064920822250406,Stable
0.4550000000000003,0.8713985653165525,0.1286014346834475,0.9704605498110632,0.6648208879339618,inf,0.4370946281235424,-0.8276055441212068,-0.3766904361425676,0.06313779220463182,0.1460022213299039,0.11810419863769879,Stable
0.4600000000000003,0.894178491804614,0.105821508195386,0.9725983053041694,0.4951254597968157,inf,0.418348130568845,-0.8714413209286787,-0.381047642747211,0.06478832770272222,0.14632383878330216,0.08795812032343013,Stable
0.4650000000000003,0.894178491804614,0.105821508195386,0.9719401854208888,0.1172702289672524,inf,0.418348130568845,-0.8714413209286787,-0.3854048493518544,0.06478832770272222,0.14622482706677328,0.020832838840666147,Stable
0.4700000000000003,0.894178491804614,0.105821508195386,0.9682039709286688,0.072632852079949,inf,0.418348130568845,-0.8714413209286787,-0.3897620559564978,0.06478832770272222,0.14566272733450156,0.012903091562497639,Stable
0.4750000000000003,0.8713985653165525,0.1286014346834475,0.9686704343558792,0.5866436818885511,inf,0.4370946281235424,-0.8276055441212068,-0.3939000836771039,0.06313779220463182,0.14573290504193656,0.10421616286851484,Stable
0.4800000000000003,0.894178491804614,0.105821508195386,0.9684174986933054,0.2911191632134691,inf,0.418348130568845,-0.8714413209286787,-0.3982572902817473,0.06478832770272222,0.14569485180154826,0.0517167798175732,Stable
0.4850000000000003,0.9076084206012888,0.0923915793987111,0.9667880436312946,0.7085902183623116,inf,0.4074590713751825,-0.8978147651462562,-0.4027463641074785,0.06576140258193025,0.14544970627898463,0.12587973907117322,Stable
0.4900000000000003,0.7755695258199925,0.2244304741800075,0.9705827202854508,0.047495220402843,inf,0.5191365645187401,-0.6555882810722343,-0.4060243055128397,0.056194432158238675,0.14602060142855397,0.008437437882300483,Stable
0.4950000000000003,0.7755695258199925,0.2244304741800075,0.9693864173834884,0.5870492116498601,inf,0.5191365645187401,-0.6555882810722343,-0.4093022469182009,0.056194432158238675,0.14584062205576656,0.10428820447904845,Stable
0.5000000000000003,0.9232789960838436,0.0767210039161563,0.96479299939394,0.1316313485633693,inf,0.3949147356802737,-0.9290853710972908,-0.4139476737736873,0.06689682508309666,0.14514955920926406,0.023384065121643077,Stable
0.5050000000000003,0.9232789960838436,0.0767210039161563,0.9692454220677132,0.5032306803908884,inf,0.3949147356802737,-0.9290853710972908,-0.4185931006291738,0.06689682508309666,0.14581940982894878,0.08939799774066888,Stable
0.5100000000000003,0.7755695258199925,0.2244304741800075,0.9710997079266518,0.4280571849409251,inf,0.5191365645187401,-0.6555882810722343,-0.421871042034535,0.056194432158238675,0.14609838031820604,0.076043565592029,Stable
0.5150000000000003,0.7495770581232002,0.2504229418767998,0.9720691364501372,0.6600574759413602,inf,0.5420582414486929,-0.6123818083199263,-0.4249329510761346,0.05431112974113002,0.14624422727497002,0.11725798732518164,Stable
0.5200000000000004,0.8755998042765167,0.1244001957234832,0.9719791456859358,0.2956029843018215,inf,0.4336120635589762,-0.8356049843205252,-0.4291109759977373,0.06344219591036877,0.1462306884953925,0.05251332232411261,Stable
0.5250000000000004,0.7186709324303747,0.2813290675696253,0.9685935249035792,0.5717055674888859,inf,0.5695412020696835,-0.5629241333581269,-0.4319255966645279,0.05207180479900668,0.14572133429763454,0.10156243453002442,Stable
0.5300000000000004,0.7186709324303747,0.2813290675696253,0.9666422510394967,0.5855633743882706,inf,0.5695412020696835,-0.5629241333581269,-0.4347402173313185,0.05207180479900668,0.14542777231962886,0.10402424824320963,Stable
0.5350000000000004,0.6467121798857945,0.3532878201142054,0.9705518117979202,0.7439572595174136,inf,0.633915673961823,-0.4558393239854382,-0.4370194139512457,0.04685798308033794,0.14601595136025566,0.13216262838710693,Stable
0.5400000000000004,0.8755998042765167,0.1244001957234832,0.9682614471672992,0.7760044347713826,inf,0.4336120635589762,-0.8356049843205252,-0.4411974388728483,0.06344219591036877,0.14567137442326303,0.13785574967836794,Stable
0.5450000000000004,0.9999998933188884,1.0668111161127315e-07,0.9721718407497918,0.7331560409026833,inf,0.3362476049363606,-1.0899074412173098,-0.4466469760789349,0.07245569132430914,0.14625967875920873,0.13024381191795587,Stable
0.5500000000000004,0.9999998933188884,1.0668111161127315e-07,0.970971223398672,0.0479212437342078,inf,0.3362476049363606,-1.0899074412173098,-0.4520965132850214,0.07245569132430914,0.14607905029340987,0.00851312013757403,Stable
0.5550000000000004,0.8362349245691477,0.1637650754308522,0.9699978616712852,0.4885056139647155,inf,0.4666572160497952,-0.7621602821448198,-0.4559073146957455,0.06058998603299617,0.14593261160058132,0.08678211697983036,Stable
0.5600000000000004,0.924264078597369,0.0757359214026309,0.9727320794939812,0.350191110345781,inf,0.3941321541770079,-0.9310689838586932,-0.4605626596150389,0.06696819992523999,0.14634396461827087,0.06221080174836911,Stable
0.5650000000000004,0.8362349245691477,0.1637650754308522,0.9656964875176148,0.5127390489159974,inf,0.4666572160497952,-0.7621602821448198,-0.464373461025763,0.06058998603299617,0.14528548567533978,0.09108714178742072,Stable
0.5700000000000004,0.7438264528237506,0.2561735471762494,0.969942807533734,0.585001642070485,inf,0.547155779864257,-0.6030217093144802,-0.4673885695723354,0.05389446561417497,0.14592432890802112,0.10392445753800611,Stable
0.5750000000000004,0.7438264528237506,0.2561735471762494,0.9683605207675936,0.1661120987977635,inf,0.547155779864257,-0.6030217093144802,-0.4704036781189078,0.05389446561417497,0.1456862796821331,0.02950950649806428,Stable
0.5800000000000004,0.8269041144017857,0.1730958855982143,0.9726701347072912,0.391229695183336,inf,0.4746172249148219,-0.7452466210279035,-0.4741299112240473,0.05991391565958012,0.1463346452528847,0.06950123028849359,Stable
0.5850000000000004,0.7167068862894159,0.2832931137105841,0.9683600147356264,0.3792244250116918,inf,0.5712938721249115,-0.5598515219999189,-0.4769291688340469,0.05192949846288927,0.14568620355148432,0.06736851629170962,Stable
0.5900000000000004,0.8269041144017857,0.1730958855982143,0.9678170729397236,0.5738348707723855,inf,0.4746172249148219,-0.7452466210279035,-0.4806554019391864,0.05991391565958012,0.14560451995469093,0.10194070131212847,Stable
0.5950000000000004,0.8269041144017857,0.1730958855982143,0.9665292625707932,0.447384082581809,inf,0.4746172249148219,-0.7452466210279035,-0.4843816350443259,0.05991391565958012,0.14541077361997168,0.07947695313964794,Stable
0.6000000000000004,0.781606698190658,0.218393301809342,0.9643456322878527,0.2526848198573306,inf,0.5138445667120867,-0.6658344391905777,-0.4877108072402788,0.056631859702664517,0.14508225447312473,0.044888989950216035,Stable
0.6050000000000004,0.781606698190658,0.218393301809342,0.9687954872322976,0.1202914109291937,inf,0.5138445667120867,-0.6658344391905777,-0.4910399794362317,0.056631859702664517,0.14575171878737356,0.0213695462170884,Stable
0.6100000000000004,0.8395852905677333,0.1604147094322666,0.9757673325785704,0.370268972760771,inf,0.4638102699123915,-0.7682796898690533,-0.4948813778855769,0.06083273914351032,0.1468006072842038,0.06577759679635489,Stable
0.6150000000000004,0.781606698190658,0.218393301809342,0.972490774103586,0.5380084643665547,inf,0.5138445667120867,-0.6658344391905777,-0.4982105500815298,0.056631859702664517,0.14630766110956725,0.09557620661073836,Stable
0.6200000000000004,0.858981477415375,0.141018522584625,0.9681577144337168,0.7674120297980935,inf,0.4474513314506004,-0.8041874813678198,-0.5022314874883689,0.06223810342053749,0.1456557682149214,0.13632932485905377,Stable
0.6250000000000004,0.858981477415375,0.141018522584625,0.9698409205329728,0.7393480025138913,inf,0.4474513314506004,-0.8041874813678198,-0.506252424895208,0.06223810342053749,0.14590900038339571,0.1313438024227063,Stable
0.6300000000000004,0.9012103795002572,0.0987896204997427,0.9725161734113577,0.683033096607635,inf,0.412631060986744,-0.8852013758319051,-0.5106784317743676,0.06529782804137901,0.1463114823420281,0.12133956375613109,Stable
0.6350000000000005,0.6774759636334835,0.3225240363665165,0.9707560656910186,0.6295679656001785,inf,0.6063857459466193,-0.5002389344637976,-0.5131796264466866,0.04908699453732171,0.14604668060742956,0.11184158231887746,Stable
0.6400000000000005,0.6966873073710309,0.3033126926289691,0.9647862643743924,0.5661209099435442,inf,0.5891868020712743,-0.5290119774152489,-0.5158246863337628,0.050478965877591694,0.14514854595033783,0.10057033046706652,Stable
