t,omega,F,S,C,tau_R,IC,kappa,kappa_cum
0.0,0.004175737894950293,0.9505584236052287,2.843102394771768,0.2832244966167871,inf,0.9975585158061377,-0.0024444594519254063,-1.2222297259627032e-05
0.005,0.004175737894950293,0.9505584236052287,2.8865118604026008,0.2832244966167871,inf,0.9975585158061377,-0.0024444594519254063,-2.4444594519254063e-05
0.01,0.010526888998911188,0.8753595173518091,2.9287484350374458,0.31523849735518117,inf,0.9845847996097506,-0.015535239758208514,-0.00010212079331029665
0.015,0.017926428597424326,0.7877474804975712,2.969468717893284,0.531769742164348,inf,0.9559486009859749,-0.04505112157431546,-0.00032737640118187395
0.02,0.036180886205325,0.5716110315462225,3.0084557342028155,0.19434991607402669,inf,0.8323376357400271,-0.18351709627853643,-0.0012449618825745561
0.025,0.04005830478479444,0.5257016158371635,3.0461333462477356,0.012776321866492581,inf,0.7985489927578505,-0.2249589446967645,-0.0023697566060583786
0.030000000000000002,0.04026631998313879,0.5232386740580225,3.0824186638234736,0.41798552666948824,inf,0.7966806569020608,-0.22730134936187163,-0.0035062633528677367
0.035,0.051809680127816504,0.3865629686370442,3.1175466597493733,0.3887332383119837,inf,0.6863929571335147,-0.3763049768784821,-0.005387788237260147
0.04,0.05925130452513416,0.2984526393019328,3.1513662897745474,0.14746050182337553,inf,0.6112992313793921,-0.4921686829438234,-0.007848631651979264
0.045,0.06203144016208473,0.265535274290029,3.1840986625266128,0.4697910322717382,inf,0.5830755962839983,-0.5394384161617882,-0.010545823732788206
0.049999999999999996,0.06810286837306045,0.19364834334033165,3.2159928264279274,0.25113190014085485,inf,0.5219398152525014,-0.6502029750384948,-0.01379683860798068
0.05499999999999999,0.06810286837306045,0.19364834334033165,3.2469322316089357,0.5104297760768396,inf,0.5219398152525014,-0.6502029750384948,-0.017047853483173152
0.05999999999999999,0.0734930244145735,0.12982781187726244,3.27693000431147,0.6816793980139397,inf,0.4689778982174058,-0.7571996156593467,-0.020833851561469885
0.06499999999999999,0.07907375466453526,0.06375084346270643,3.3060973592404252,0.6404730776604347,inf,0.41621118839957993,-0.8765624590905297,-0.025216663856922533
0.06999999999999999,0.08486100749881942,0.0,3.3344887355103956,0.298668022319247,inf,0.36437724744139116,-1.0095655265171104,-0.030264491489508084
0.075,0.07907375466453526,0.06375084346270643,3.3622678441629255,0.5859790341491369,inf,0.41621118839957993,-0.8765624590905297,-0.03464730378496073
0.08,0.07907375466453526,0.06375084346270643,3.389322049632421,0.6999676110558949,inf,0.41621118839957993,-0.8765624590905297,-0.03903011608041339
0.085,0.0859186982189557,0.0,3.415790809819381,0.2833346868336112,inf,0.35526601402606395,-1.0348884066856243,-0.044204558113841504
0.09000000000000001,0.08873005182165583,0.0,3.4414952544114046,0.5980540601117115,inf,0.3316345008986372,-1.1037217872562195,-0.049723167050122606
0.09500000000000001,0.082988292101148,0.01740193302066706,3.4666461176058325,0.002944726141708715,inf,0.3807931513101483,-0.9654989349705455,-0.05455066172497533
0.10000000000000002,0.08409667297021617,0.0042784806414344345,3.4912100677474704,0.26480161667661006,inf,0.3710340861745835,-0.9914613171620289,-0.059507968310785475
0.10500000000000002,0.08873005182165583,0.0,3.515215257381681,0.06450949175794132,inf,0.3316345008986372,-1.1037217872562195,-0.06502657724706658
0.11000000000000003,0.08409667297021617,0.0042784806414344345,3.53858468913968,0.28564861533676567,inf,0.3710340861745835,-0.9914613171620289,-0.06998388383287672
