t,omega,F,S,C,tau_R,IC,kappa
0.0,0.05286232799873765,0.9471376720012623,3.7876948402779385,0.9862317557922357,inf,1.0,9.999999889225291e-11
0.01,0.19918147582595147,0.8008185241740485,3.808349446406579,0.9862317557922357,inf,1.0,1.9999999778450582e-10
0.02,0.197408212201702,0.802591787798298,3.830207238009442,0.8102860394246384,inf,1.0,2.999999966767587e-10
0.03,0.03892182649243639,0.9610781735075636,3.8509560903159277,0.9924921409873255,inf,1.0,3.9999999556901164e-10
0.04,0.022072529439980282,0.9779274705600197,3.8681454520600496,0.9889027887578602,inf,1.0,4.999999944612646e-10
0.05,0.049318302454438856,0.9506816975455612,3.878513501163609,0.9880006960597417,inf,1.0,5.999999933535174e-10
0.06,0.01959386353360429,0.9804061364663957,3.8908640170576527,0.9918183779433447,inf,1.0,6.999999922457704e-10
0.07,0.2869237708618567,0.7130762291381433,3.909963136968281,0.9497875280355547,inf,1.0,7.999999911380233e-10
0.08,0.017783053946820237,0.9822169460531798,3.929751192909853,0.9907380507793188,inf,1.0,8.999999900302762e-10
0.09,0.027552570383835993,0.972447429616164,3.948133107001618,0.990087785919339,inf,1.0,9.999999889225292e-10
0.1,0.3771763840151602,0.6228236159848398,3.960696980509932,0.9824777468630569,inf,1.0,1.099999987814782e-09
0.11,0.2805819933827039,0.7194180066172962,3.9793626322646305,0.9130409244500031,inf,1.0,1.1999999867070349e-09
0.12,0.019519959249143598,0.9804800407508564,3.99729999914002,0.9868804705449745,inf,1.0,1.2999999855992877e-09
0.13,0.1366899812321666,0.8633100187678334,4.013858768326088,0.9819873581718531,inf,1.0,1.3999999844915405e-09
0.14,0.10252101175775527,0.8974789882422447,4.031274011172684,0.981100622130143,inf,1.0,1.4999999833837933e-09
0.15,0.005725508813649041,0.9942744911863509,4.045968522404431,0.9813277522882963,inf,1.0,1.5999999822760462e-09
0.16,0.07572004705810043,0.9242799529418996,4.056112012073179,0.9746733547703165,inf,1.0,1.699999981168299e-09
0.17,0.22950601593944894,0.770493984060551,4.0727693187434,0.9839978012010565,inf,1.0,1.7999999800605516e-09
0.18,0.19225397813059808,0.8077460218694019,4.088469375330403,0.9408139282852467,inf,1.0,1.8999999789528046e-09
0.19,0.05318537627056271,0.9468146237294373,4.104353004316929,0.9835677059575484,inf,1.0,1.9999999778450572e-09
0.2,0.008454117856361645,0.9915458821436384,4.120696722246841,0.9848905411265626,inf,1.0,2.0999999767373103e-09
0.21,0.07528993277266217,0.9247100672273378,4.136400384679103,0.9429223638252326,inf,1.0,2.199999975629563e-09
0.22,0.03850959708135157,0.9614904029186484,4.151255575071561,0.9624505215346729,inf,1.0,2.2999999745218155e-09
