t,omega,F,S,C,tau_R,IC,kappa,kappa_cum
0.0,0.23930668084747697,0.760693319152523,0.0,0.6137301784949541,0.9999908078846773,0.8821736457213841,-0.12536635378235914,-0.0012536635378235913
0.01,0.23930668084747697,0.760693319152523,0.026430342301815738,0.6137301784949541,0.9999908078846773,0.8821736457213841,-0.12536635378235914,-0.0025073270756471827
0.02,0.29302789378122096,0.706972106218779,0.05440032199677338,0.08653963372090044,0.9999908078846773,0.8286392887299779,-0.18797032259724739,-0.004387030301619656
0.03,0.29302789378122096,0.706972106218779,0.08095126493970364,0.7456910327069276,0.9999908078846773,0.8286392887299779,-0.18797032259724739,-0.00626673352759213
0.04,0.324769092058474,0.675230907941526,0.1029473616949401,0.6640499440866733,0.9999908078846773,0.7938201788391784,-0.2308983058006577,-0.008575716585598707
0.05,0.324769092058474,0.675230907941526,0.11621467287494516,0.6461886025415444,0.9999908078846773,0.7938201788391784,-0.2308983058006577,-0.010884699643605285
0.06,0.42495922971440364,0.5750407702855964,0.13201881654394246,0.7289184650446809,0.9999908078846773,0.6734539928542761,-0.39533558115176104,-0.014838055455122894
0.07,0.3699923920935132,0.6300076079064868,0.1564587053395636,0.29555975501840837,0.9999908078846773,0.7410557214824902,-0.29967944533681923,-0.017834849908491088
0.08,0.3723209764879682,0.6276790235120318,0.18178018030577,0.7035015953637022,0.9999908078846773,0.738256868466152,-0.3034634411429231,-0.02086948431992032
0.09,0.3699923920935132,0.6300076079064868,0.2053023079407403,0.6890150361018703,0.9999908078846773,0.7410557214824902,-0.29967944533681923,-0.02386627877328851
0.1,0.3699923920935132,0.6300076079064868,0.22137947132953953,0.5543095602268822,0.9999908078846773,0.7410557214824902,-0.29967944533681923,-0.026863073226656705
0.11,0.3699923920935132,0.6300076079064868,0.24526467940809424,0.1889014293824131,0.9999908078846773,0.7410557214824902,-0.29967944533681923,-0.029859867680024896
0.12,0.12240244618387038,0.8775975538161296,0.268217949180322,0.6252610684264643,0.9999908078846773,0.967733713670964,-0.03279830839899714,-0.030187850764014867
0.13,0.12240244618387038,0.8775975538161296,0.28940711807363084,0.5473569393799167,0.9999908078846773,0.967733713670964,-0.03279830839899714,-0.03051583384800484
0.14,0.12240244618387038,0.8775975538161296,0.3116922600336374,0.5352013378963554,0.9999908078846773,0.967733713670964,-0.03279830839899714,-0.03084381693199481
0.15,0.24974203166731618,0.7502579683326838,0.3304958605183936,0.5382652366893997,0.9999908078846773,0.8723728591329816,-0.13653834425221015,-0.03220920037451691
0.16,0.2072395734876882,0.7927604265123118,0.34347581774489216,0.46051688681013336,0.9999908078846773,0.9102652424558179,-0.09401923572991014,-0.03314939273181601
0.17,0.2072395734876882,0.7927604265123118,0.36479107858202725,0.5769804981491312,0.9999908078846773,0.9102652424558179,-0.09401923572991014,-0.03408958508911512
0.18,0.2072395734876882,0.7927604265123118,0.38488140938610765,0.26067788904160355,0.9999908078846773,0.9102652424558179,-0.09401923572991014,-0.035029777446414216
0.19,0.2072395734876882,0.7927604265123118,0.40520664572778686,0.5703870774900472,0.9999908078846773,0.9102652424558179,-0.09401923572991014,-0.035969969803713316
0.2,0.12870255440528697,0.871297445594713,0.4261206276590573,0.5911453486817467,0.9999908078846773,0.9643880766004583,-0.03626148592390411,-0.03633258466295236
0.21,0.12870255440528697,0.871297445594713,0.4462155726263846,0.2681683064552196,0.9999908078846773,0.9643880766004583,-0.03626148592390411,-0.036695199522191406
0.22,0.12870255440528697,0.871297445594713,0.46522478367528847,0.36246432754500046,0.9999908078846773,0.9643880766004583,-0.03626148592390411,-0.037057814381430444
0.23,0.08861530812245855,0.9113846918775415,0.48506956698721176,0.4483513943217338,0.9999908078846773,0.9829563987081251,-0.01719050497783398,-0.037229719431208785
